Group Names,Entity Name,Capability Name,Template Name,Assessment Date,Assessment Number,Total Votes,Total Abstains,Rating,Dimension,Outcomes,Goal, Impediment,Notes,Criteria,Criteria Stage,Criteria Selections,Criteria Percent Selected
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Build Engineering @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,1.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: During build pipeline, junit is triggered.","Any build can be recreated from source control using automated process","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Build Engineering @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,1.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: During build pipeline, junit is triggered.","Limited build retention policies","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Build Engineering @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,1.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: During build pipeline, junit is triggered.","Automated build and test cycle every time a change is committed","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Build Engineering @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,1.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: During build pipeline, junit is triggered.","Dependencies managed","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Build Engineering @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,1.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: During build pipeline, junit is triggered.","Re-use of scripts and tools","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Build Engineering @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,1.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: During build pipeline, junit is triggered.","No build retention policies ------------ Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Code Management @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,0.000000,Engineering,"Reliability; Predictability",Y,N,"06/12/2023 Team Member: Quality of the code is easy to follow.
Tech Debt is prioritized and occasionally actioned.
Code changes are reviewed with pull request workflow.
SonarQube not yet in place.
Goal: Implement SonarQube.","No code reviews are performed","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Code Management @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,0.000000,Engineering,"Reliability; Predictability",Y,N,"06/12/2023 Team Member: Quality of the code is easy to follow.
Tech Debt is prioritized and occasionally actioned.
Code changes are reviewed with pull request workflow.
SonarQube not yet in place.
Goal: Implement SonarQube.","Technical debt is not captured and not managed","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Code Management @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,0.000000,Engineering,"Reliability; Predictability",Y,N,"06/12/2023 Team Member: Quality of the code is easy to follow.
Tech Debt is prioritized and occasionally actioned.
Code changes are reviewed with pull request workflow.
SonarQube not yet in place.
Goal: Implement SonarQube.","The quality of the code is sub-par and difficult to follow","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Code Management @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,0.000000,Engineering,"Reliability; Predictability",Y,N,"06/12/2023 Team Member: Quality of the code is easy to follow.
Tech Debt is prioritized and occasionally actioned.
Code changes are reviewed with pull request workflow.
SonarQube not yet in place.
Goal: Implement SonarQube.","Technical debt is captured but not prioritized nor actioned","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Code Management @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,0.000000,Engineering,"Reliability; Predictability",Y,N,"06/12/2023 Team Member: Quality of the code is easy to follow.
Tech Debt is prioritized and occasionally actioned.
Code changes are reviewed with pull request workflow.
SonarQube not yet in place.
Goal: Implement SonarQube.","Code reviews are manual and infrequent","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Code Management @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,0.000000,Engineering,"Reliability; Predictability",Y,N,"06/12/2023 Team Member: Quality of the code is easy to follow.
Tech Debt is prioritized and occasionally actioned.
Code changes are reviewed with pull request workflow.
SonarQube not yet in place.
Goal: Implement SonarQube.","No code quality scans are performed ------------ Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Configuration Management @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,2.000000,Engineering,"Time to Market; Reliability; Predictability",N,N,"06/12/2023 Team Member: Building API's getting data out of Merlin (near real time). Using Docker, IBM CDC. API's in Java.","Version control is either not used or code commits happen infrequently ------------ Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Configuration Management @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,2.000000,Engineering,"Time to Market; Reliability; Predictability",N,N,"06/12/2023 Team Member: Building API's getting data out of Merlin (near real time). Using Docker, IBM CDC. API's in Java.","Version control in use for everything required to recreate software: source code, configuration, build and deploy scripts, data migration","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Configuration Management @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,2.000000,Engineering,"Time to Market; Reliability; Predictability",N,N,"06/12/2023 Team Member: Building API's getting data out of Merlin (near real time). Using Docker, IBM CDC. API's in Java.","Software libraries and their dependencies managed with a defined process","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Configuration Management @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,2.000000,Engineering,"Time to Market; Reliability; Predictability",N,N,"06/12/2023 Team Member: Building API's getting data out of Merlin (near real time). Using Docker, IBM CDC. API's in Java.","Version control usage policies determined by the change management process","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Environments and Deployment @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,3.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: Secret manager in AWS keeps config entries.","Same process used to deploy to every environment","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Environments and Deployment @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,3.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: Secret manager in AWS keeps config entries.","Orchestrated deployments managed, allowing multiple components to be released to an environment at once","Adapting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Environments and Deployment @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,3.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: Secret manager in AWS keeps config entries.","Fully automated, self-service, push-button process for deploying software","Emerging",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Environments and Deployment @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,3.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: Secret manager in AWS keeps config entries.","All configurations externalized/versioned","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Environments and Deployment @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,3.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: Secret manager in AWS keeps config entries.","The creation of new environments is simple","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Environments and Deployment @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,3.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: Secret manager in AWS keeps config entries.","Release and rollback processes tested","Adapting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Environments and Deployment @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,3.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: Secret manager in AWS keeps config entries.","Environments provisioned manually ------------ Wiki Guidance","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Environments and Deployment @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,3.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: Secret manager in AWS keeps config entries.","Automated deployment to some environments","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Environments and Deployment @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,3.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: Secret manager in AWS keeps config entries.","Environment-specific packages","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Environments and Deployment @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,3.000000,Engineering,"Time to Market; Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: Secret manager in AWS keeps config entries.","Manual processes for deploying software","Starting",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Observability @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,3.000000,Engineering,"Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: Metrics: No. of calls, API response, API performance, consumed by. Dynatrace in place with alerting.
Logging always in new features.
Tokens used with tracing.
Self-Healing on roadmap.","Basic logging is included in the application","Developing",1,100.00
"Unum Group/DTO Organization/Enterprise Shared Services/Enterprise Data & Insights","EDI Data Maverick","Observability @Unum","Digital GPA Engineering & DevOps Practices @Unum",6/12/2023 1:28 PM,1,1,0,3.000000,Engineering,"Reliability; Responsiveness; Predictability",N,N,"06/12/2023 Team Member: Metrics: No. of calls, API response, API performance, consumed by. Dynatrace in place with alerting.
Logging always in new features.
Tokens used with tracing.
Self-Healing on roadmap.","No logging, tracing nor monitoring ------------ Wiki Guidance","Starting",1,100.00
